"","sub","rr","pu","rho","model"
"561","nrv57g0kvh6lz31","75","high",0.611111134341684,"perc"
"562","nrv57g0kvh6lz31","50","low",0.944444444444444,"perc"
"563","nrv57g0kvh6lz31","75","low",0.299725651577503,"perc"
"564","nrv57g0kvh6lz31","25","high",0.773891175125743,"perc"
"565","nvk3jd25saegh24","25","low",0.0601280292638318,"perc"
"566","nvk3jd25saegh24","50","high",0.117283950712883,"perc"
"567","nvk3jd25saegh24","75","high",0.107681755829904,"perc"
"568","nvk3jd25saegh24","50","low",0.051440329218107,"perc"
"569","nvk3jd25saegh24","75","low",0.0116598079561043,"perc"
"570","nvk3jd25saegh24","25","high",0.303383630544124,"perc"
"571","oemn8dnelyez9dr","25","low",0.307956104252401,"perc"
"572","oemn8dnelyez9dr","50","high",0.995808565767414,"perc"
"573","oemn8dnelyez9dr","75","high",0.162399024538942,"perc"
"574","oemn8dnelyez9dr","50","low",0.377000457247371,"perc"
"575","oemn8dnelyez9dr","75","low",0.850251486053955,"perc"
"576","oemn8dnelyez9dr","25","high",0.863511659807956,"perc"
"577","oeu4jokoabrwtua","25","low",0.71307727480567,"perc"
"578","oeu4jokoabrwtua","50","high",0.978737997256516,"perc"
"579","oeu4jokoabrwtua","75","high",0.921124828532236,"perc"
"580","oeu4jokoabrwtua","50","low",0.983310470964792,"perc"
"581","oeu4jokoabrwtua","75","low",0.441015089163237,"perc"
"582","oeu4jokoabrwtua","25","high",0.833333333333333,"perc"
"583","p0ptwsbjrbx9q9b","25","low",0.133440024386526,"perc"
"584","p0ptwsbjrbx9q9b","50","high",0.177945435147081,"perc"
"585","p0ptwsbjrbx9q9b","75","high",0.266499009297363,"perc"
"586","p0ptwsbjrbx9q9b","50","low",0.202789208962048,"perc"
"587","p0ptwsbjrbx9q9b","75","low",0.358253315043438,"perc"
"588","p0ptwsbjrbx9q9b","25","high",0.508230452674897,"perc"
"589","p2sp49zl9919q87","25","low",0.965020576131687,"perc"
"590","p2sp49zl9919q87","50","high",0.993776355230402,"perc"
"591","p2sp49zl9919q87","75","high",0.895061728395062,"perc"
"592","p2sp49zl9919q87","50","low",0.906797744246304,"perc"
"593","p2sp49zl9919q87","75","low",0.877229080932785,"perc"
"594","p2sp49zl9919q87","25","high",0.943529949702789,"perc"
"595","p2v49387cgj37sn","25","low",0.97599451303155,"perc"
"596","p2v49387cgj37sn","50","high",0.942615454961134,"perc"
"597","p2v49387cgj37sn","75","high",0.978890413046792,"perc"
"598","p2v49387cgj37sn","50","low",0.739597622313672,"perc"
"599","p2v49387cgj37sn","75","low",0.960905349794239,"perc"
"600","p2v49387cgj37sn","25","high",0.717192501143118,"perc"
"601","pjp6ertnjw1vb6j","25","low",0.941700960219479,"perc"
"602","pjp6ertnjw1vb6j","50","high",0.978737997256516,"perc"
"603","pjp6ertnjw1vb6j","75","high",0.808641975308642,"perc"
"604","pjp6ertnjw1vb6j","50","low",0.83196159122085,"perc"
"605","pjp6ertnjw1vb6j","75","low",0.652263374485597,"perc"
"606","pjp6ertnjw1vb6j","25","high",0.996570644718793,"perc"
"607","pojfe0tpsdoned2","25","low",0.993827160493827,"perc"
"608","pojfe0tpsdoned2","50","high",0.991998171010517,"perc"
"609","pojfe0tpsdoned2","75","high",0.594192958390489,"perc"
"610","pojfe0tpsdoned2","50","low",0.847050754458163,"perc"
"611","pojfe0tpsdoned2","75","low",0.833333960558808,"perc"
"612","pojfe0tpsdoned2","25","high",0.992455418381344,"perc"
"613","pv8gfb6dwc0u8md","25","low",0.736396890717878,"perc"
"614","pv8gfb6dwc0u8md","50","high",0.915637860082305,"perc"
"615","pv8gfb6dwc0u8md","75","high",0.814128943758573,"perc"
"616","pv8gfb6dwc0u8md","50","low",0.891860996799268,"perc"
"617","pv8gfb6dwc0u8md","75","low",0.835162322816644,"perc"
"618","pv8gfb6dwc0u8md","25","high",0.963648834019204,"perc"
"619","q4o2n439h3o4hux","25","low",0.755601280292638,"perc"
"620","q4o2n439h3o4hux","50","high",0.736854138088706,"perc"
"621","q4o2n439h3o4hux","75","high",0.955875628715135,"perc"
"622","q4o2n439h3o4hux","50","low",0.837448559670782,"perc"
"623","q4o2n439h3o4hux","75","low",0.751943301326017,"perc"
"624","q4o2n439h3o4hux","25","high",0.753772290809328,"perc"
"625","qeaducsgetncgeb","25","low",0.0185185185185185,"perc"
"626","qeaducsgetncgeb","50","high",0.141977190318398,"perc"
"627","qeaducsgetncgeb","75","high",0.0432155215724794,"perc"
"628","qeaducsgetncgeb","50","low",0.0185185185185185,"perc"
"629","qeaducsgetncgeb","75","low",0.0486949633167182,"perc"
"630","qeaducsgetncgeb","25","high",0.0555499079451113,"perc"
"631","qreecv8wv03uqw8","25","low",0.715820759030635,"perc"
"632","qreecv8wv03uqw8","50","high",0.870217954580094,"perc"
"633","qreecv8wv03uqw8","75","high",0.520576131687243,"perc"
"634","qreecv8wv03uqw8","50","low",0.849794238683128,"perc"
"635","qreecv8wv03uqw8","75","low",0.759259259259259,"perc"
"636","qreecv8wv03uqw8","25","high",0.827846364883402,"perc"
"637","qw7q50m2o58ugvl","25","low",0.299725651577503,"perc"
"638","qw7q50m2o58ugvl","50","high",0.264060356654129,"perc"
"639","qw7q50m2o58ugvl","75","high",0.196387745770462,"perc"
"640","qw7q50m2o58ugvl","50","low",0.317863130620332,"perc"
"641","qw7q50m2o58ugvl","75","low",0.364197530864198,"perc"
"642","qw7q50m2o58ugvl","25","high",0.255829903978052,"perc"
"643","r018cukle69r1bf","25","low",0.960905349794239,"perc"
"644","r018cukle69r1bf","50","high",0.852537722908093,"perc"
"645","r018cukle69r1bf","75","high",0.934385002286237,"perc"
"646","r018cukle69r1bf","50","low",0.941700960219479,"perc"
"647","r018cukle69r1bf","75","low",0.549382716049383,"perc"
"648","r018cukle69r1bf","25","high",0.969135802469267,"perc"
"649","re53t0m5rdemzxb","25","low",0.121907229588985,"perc"
"650","re53t0m5rdemzxb","50","high",0.190291114159427,"perc"
"651","re53t0m5rdemzxb","75","high",0.273205304058879,"perc"
"652","re53t0m5rdemzxb","50","low",0.22748056698674,"perc"
"653","re53t0m5rdemzxb","75","low",0.0802450319038254,"perc"
"654","re53t0m5rdemzxb","25","high",0.388584057308337,"perc"
"655","regcubm60dchcxr","25","low",0.141977190318398,"perc"
"656","regcubm60dchcxr","50","high",0.113168724279835,"perc"
"657","regcubm60dchcxr","75","high",0.0572321292485902,"perc"
"658","regcubm60dchcxr","50","low",0.112406645328456,"perc"
"659","regcubm60dchcxr","75","low",0.389346136259717,"perc"
"660","regcubm60dchcxr","25","high",0.105852766346594,"perc"
"661","rf8fvjnsk6r07uc","25","low",0.908321902149063,"perc"
"662","rf8fvjnsk6r07uc","50","high",0.995656149977138,"perc"
"663","rf8fvjnsk6r07uc","75","high",0.412208504801097,"perc"
"664","rf8fvjnsk6r07uc","50","low",0.964106081390032,"perc"
"665","rf8fvjnsk6r07uc","75","low",0.87037037037037,"perc"
"666","rf8fvjnsk6r07uc","25","high",0.638545953360768,"perc"
"667","rn0an20lmaomk57","25","low",0.944899810138849,"perc"
"668","rn0an20lmaomk57","50","high",0.909230751861448,"perc"
"669","rn0an20lmaomk57","75","high",0.864578570339887,"perc"
"670","rn0an20lmaomk57","50","low",0.71490626428898,"perc"
"671","rn0an20lmaomk57","75","low",0.820987654320988,"perc"
"672","rn0an20lmaomk57","25","high",0.910912970583752,"perc"
"673","rxol1dxl6nen4em","25","low",0.204160951074531,"perc"
"674","rxol1dxl6nen4em","50","high",0.328532235939643,"perc"
"675","rxol1dxl6nen4em","75","high",0.27030940405426,"perc"
"676","rxol1dxl6nen4em","50","low",0.303840877914952,"perc"
"677","rxol1dxl6nen4em","75","low",0.517375400091449,"perc"
"678","rxol1dxl6nen4em","25","high",0.489940557841792,"perc"
"679","ryf84f70g5thl4l","25","low",0.211934156378601,"perc"
"680","ryf84f70g5thl4l","50","high",0.334324028226209,"perc"
"681","ryf84f70g5thl4l","75","high",0.226108824874257,"perc"
"682","ryf84f70g5thl4l","50","low",0.482624599908551,"perc"
"683","ryf84f70g5thl4l","75","low",0.225499161713154,"perc"
"684","ryf84f70g5thl4l","25","high",0.388437913772805,"perc"
"685","s79rv87vd0ov68q","25","low",0.226108824874257,"perc"
"686","s79rv87vd0ov68q","50","high",0.660493827256137,"perc"
"687","s79rv87vd0ov68q","75","high",0.185871056241427,"perc"
"688","s79rv87vd0ov68q","50","low",0.150815424477976,"perc"
"689","s79rv87vd0ov68q","75","low",0.166649731578858,"perc"
"690","s79rv87vd0ov68q","25","high",0.153863740283493,"perc"
"691","s7enbyv4of56b3e","25","low",0.0171467764060357,"perc"
"692","s7enbyv4of56b3e","50","high",0.061042524005487,"perc"
"693","s7enbyv4of56b3e","75","high",0.10488746633076,"perc"
"694","s7enbyv4of56b3e","50","low",0.310716523565175,"perc"
"695","s7enbyv4of56b3e","75","low",0.230224051211706,"perc"
"696","s7enbyv4of56b3e","25","high",0.240740740740741,"perc"
"697","sh3z56uk3q0ddzd","25","low",0.404892546867855,"perc"
"698","sh3z56uk3q0ddzd","50","high",0.576817627990759,"perc"
"699","sh3z56uk3q0ddzd","75","high",0.971879286694101,"perc"
"700","sh3z56uk3q0ddzd","50","low",0.405349794238683,"perc"
"701","sh3z56uk3q0ddzd","75","low",0.858024691358025,"perc"
"702","sh3z56uk3q0ddzd","25","high",0.516918152720622,"perc"
"703","ssbsk72ruz2tdg1","25","low",0.104023776863283,"perc"
"704","ssbsk72ruz2tdg1","50","high",0.141975316289901,"perc"
"705","ssbsk72ruz2tdg1","75","high",0.209647919524463,"perc"
"706","ssbsk72ruz2tdg1","50","low",0.270004572473708,"perc"
"707","ssbsk72ruz2tdg1","75","low",0.0555555555555556,"perc"
"708","ssbsk72ruz2tdg1","25","high",0.117267015433876,"perc"
"709","swmufx7egboodpe","25","low",0.97599451303155,"perc"
"710","swmufx7egboodpe","50","high",0.66049382716045,"perc"
"711","swmufx7egboodpe","75","high",0.923411065386374,"perc"
"712","swmufx7egboodpe","50","low",0.778920896204847,"perc"
"713","swmufx7egboodpe","75","low",0.960448102423411,"perc"
"714","swmufx7egboodpe","25","high",0.91289437586088,"perc"
"715","t53tjn7r8ydtmtq","25","low",0.932098765432099,"perc"
"716","t53tjn7r8ydtmtq","50","high",0.876619417771681,"perc"
"717","t53tjn7r8ydtmtq","75","high",0.224279835390947,"perc"
"718","t53tjn7r8ydtmtq","50","low",0.411598841639994,"perc"
"719","t53tjn7r8ydtmtq","75","low",0.151120256058528,"perc"
"720","t53tjn7r8ydtmtq","25","high",0.921124828532236,"perc"
"721","tk2emgkdo0xmkfn","25","low",0.845680894022102,"perc"
"722","tk2emgkdo0xmkfn","50","high",0.778006401463192,"perc"
"723","tk2emgkdo0xmkfn","75","high",0.290580704160951,"perc"
"724","tk2emgkdo0xmkfn","50","low",0.30871818320378,"perc"
"725","tk2emgkdo0xmkfn","75","low",0.583674387185031,"perc"
"726","tk2emgkdo0xmkfn","25","high",0.973708276177412,"perc"
"727","u22e26jm4cy25av","25","low",0.317558299039781,"perc"
"728","u22e26jm4cy25av","50","high",0.584590763603109,"perc"
"729","u22e26jm4cy25av","75","high",0.952674897119342,"perc"
"730","u22e26jm4cy25av","50","low",0.826474622770919,"perc"
"731","u22e26jm4cy25av","75","low",0.905121170553269,"perc"
"732","u22e26jm4cy25av","25","high",0.988797439414723,"perc"
"733","u556z6wn629kwu5","25","low",0.253086419753087,"perc"
"734","u556z6wn629kwu5","50","high",0.277777777777779,"perc"
"735","u556z6wn629kwu5","75","high",0.240740740751363,"perc"
"736","u556z6wn629kwu5","50","low",0.109053497942387,"perc"
"737","u556z6wn629kwu5","75","low",0.17946959304984,"perc"
"738","u556z6wn629kwu5","25","high",0.242112482853224,"perc"
"739","u5kwzdtotz39jwp","25","low",0.336457857033989,"perc"
"740","u5kwzdtotz39jwp","50","high",0.306584362139918,"perc"
"741","u5kwzdtotz39jwp","75","high",0.382487425697302,"perc"
"742","u5kwzdtotz39jwp","50","low",0.0555555555555556,"perc"
"743","u5kwzdtotz39jwp","75","low",0.141975308641975,"perc"
"744","u5kwzdtotz39jwp","25","high",0.162551448072742,"perc"
"745","uaf4fed1xj02ps4","25","low",0.9541990550221,"perc"
"746","uaf4fed1xj02ps4","50","high",0.562185642432556,"perc"
"747","uaf4fed1xj02ps4","75","high",0.771604938271605,"perc"
"748","uaf4fed1xj02ps4","50","low",0.981479599805057,"perc"
"749","uaf4fed1xj02ps4","75","low",0.969135802469136,"perc"
"750","uaf4fed1xj02ps4","25","high",0.796296296296296,"perc"
"751","ug2w7q3f6pgxf6e","25","low",0.759259259259259,"perc"
"752","ug2w7q3f6pgxf6e","50","high",0.866712391403749,"perc"
"753","ug2w7q3f6pgxf6e","75","high",0.826474622770919,"perc"
"754","ug2w7q3f6pgxf6e","50","low",0.968678555098308,"perc"
"755","ug2w7q3f6pgxf6e","75","low",0.917924096936443,"perc"
"756","ug2w7q3f6pgxf6e","25","high",0.806355738454504,"perc"
"757","unp160hltucmgwb","25","low",0.995198902605916,"perc"
"758","unp160hltucmgwb","50","high",0.971879286694101,"perc"
"759","unp160hltucmgwb","75","high",0.250749377635523,"perc"
"760","unp160hltucmgwb","50","low",0.332184569876995,"perc"
"761","unp160hltucmgwb","75","low",0.998856881572931,"perc"
"762","unp160hltucmgwb","25","high",0.906950162617755,"perc"
"763","v2rgepeoz23lhyb","25","low",0.984224965706447,"perc"
"764","v2rgepeoz23lhyb","50","high",0.706675811614083,"perc"
"765","v2rgepeoz23lhyb","75","high",0.858024598403867,"perc"
"766","v2rgepeoz23lhyb","50","low",0.930727023319616,"perc"
"767","v2rgepeoz23lhyb","75","low",0.918838591678098,"perc"
"768","v2rgepeoz23lhyb","25","high",0.955416499667884,"perc"
"769","vnoz56ecccya7hk","25","low",0.126886145404664,"perc"
"770","vnoz56ecccya7hk","50","high",0.26771833561957,"perc"
"771","vnoz56ecccya7hk","75","high",0.434613625971651,"perc"
"772","vnoz56ecccya7hk","50","low",0.388888888878136,"perc"
"773","vnoz56ecccya7hk","75","low",0.190291114159427,"perc"
"774","vnoz56ecccya7hk","25","high",0.242112482853224,"perc"
"775","wey1upork0e0epr","25","low",0.0679012345679013,"perc"
"776","wey1upork0e0epr","50","high",0.0555555555555556,"perc"
"777","wey1upork0e0epr","75","high",0.142887921707207,"perc"
"778","wey1upork0e0epr","50","low",0.0884773662551441,"perc"
"779","wey1upork0e0epr","75","low",0.0183661027282427,"perc"
"780","wey1upork0e0epr","25","high",0.0555553464485311,"perc"
"781","wf4mq2s0e98ce4z","25","low",0.936213991769547,"perc"
"782","wf4mq2s0e98ce4z","50","high",0.832706735084421,"perc"
"783","wf4mq2s0e98ce4z","75","high",0.72450845907636,"perc"
"784","wf4mq2s0e98ce4z","50","low",0.800411522633745,"perc"
"785","wf4mq2s0e98ce4z","75","low",0.88957475994513,"perc"
"786","wf4mq2s0e98ce4z","25","high",0.931184270690444,"perc"
"787","ws44qtt9xen2xsl","25","low",0.712620027434842,"perc"
"788","ws44qtt9xen2xsl","50","high",0.149291266575217,"perc"
"789","ws44qtt9xen2xsl","75","high",0.226566072245085,"perc"
"790","ws44qtt9xen2xsl","50","low",0.462505715592135,"perc"
"791","ws44qtt9xen2xsl","75","low",0.376543209589746,"perc"
"792","ws44qtt9xen2xsl","25","high",0.299725651577503,"perc"
"793","wwv18727elhq22u","25","low",0.943989078750038,"perc"
"794","wwv18727elhq22u","50","high",0.746913580246913,"perc"
"795","wwv18727elhq22u","75","high",0.923868939982676,"perc"
"796","wwv18727elhq22u","50","low",0.804526748971193,"perc"
"797","wwv18727elhq22u","75","low",0.907407407439274,"perc"
"798","wwv18727elhq22u","25","high",0.797668038408779,"perc"
"799","x0nfe7hwu2yt5az","25","low",0.00525834476451763,"perc"
"800","x0nfe7hwu2yt5az","50","high",0.0679012345675079,"perc"
"801","x0nfe7hwu2yt5az","75","high",0.320759030635574,"perc"
"802","x0nfe7hwu2yt5az","50","low",0.0185185185185185,"perc"
"803","x0nfe7hwu2yt5az","75","low",0.0555555555555556,"perc"
"804","x0nfe7hwu2yt5az","25","high",0.170781893004115,"perc"
"805","x0ztn8ulz4wsjnf","25","low",0.886831275719771,"perc"
"806","x0ztn8ulz4wsjnf","50","high",0.871894528273129,"perc"
"807","x0ztn8ulz4wsjnf","75","high",0.796347101559722,"perc"
"808","x0ztn8ulz4wsjnf","50","low",0.943021897068538,"perc"
"809","x0ztn8ulz4wsjnf","75","low",0.593278463648834,"perc"
"810","x0ztn8ulz4wsjnf","25","high",0.986053955189758,"perc"
"811","x31a150jh7x0sc3","25","low",0.833333542408491,"perc"
"812","x31a150jh7x0sc3","50","high",0.842935528120713,"perc"
"813","x31a150jh7x0sc3","75","high",0.93209305071111,"perc"
"814","x31a150jh7x0sc3","50","low",0.888203017832647,"perc"
"815","x31a150jh7x0sc3","75","low",0.446042928565918,"perc"
"816","x31a150jh7x0sc3","25","high",0.22671848803536,"perc"
"817","x6cu75oy88jq32r","25","low",0.967306812985825,"perc"
"818","x6cu75oy88jq32r","50","high",0.577732053040695,"perc"
"819","x6cu75oy88jq32r","75","high",0.331123304374333,"perc"
"820","x6cu75oy88jq32r","50","low",0.347736625514403,"perc"
"821","x6cu75oy88jq32r","75","low",0.231138545953361,"perc"
"822","x6cu75oy88jq32r","25","high",0.287837219935985,"perc"
"823","y71fvh7ol8vycb2","25","low",0.915637862663479,"perc"
"824","y71fvh7ol8vycb2","50","high",0.974622770919067,"perc"
"825","y71fvh7ol8vycb2","75","high",0.993827160589412,"perc"
"826","y71fvh7ol8vycb2","50","low",0.906391302138902,"perc"
"827","y71fvh7ol8vycb2","75","low",0.232510288065844,"perc"
"828","y71fvh7ol8vycb2","25","high",0.944292028367371,"perc"
"829","zdzld8scpb2ydmo","25","low",0.173525307441763,"perc"
"830","zdzld8scpb2ydmo","50","high",0.167581161408322,"perc"
"831","zdzld8scpb2ydmo","75","high",0.18465172991922,"perc"
"832","zdzld8scpb2ydmo","50","low",0.0432098766389352,"perc"
"833","zdzld8scpb2ydmo","75","low",0.103261697911904,"perc"
"834","zdzld8scpb2ydmo","25","high",0.129646564717438,"perc"
"835","zqr31esvemh6qkz","25","low",0.898719707361683,"perc"
"836","zqr31esvemh6qkz","50","high",0.0903063557384545,"perc"
"837","zqr31esvemh6qkz","75","high",0.222908093278464,"perc"
"838","zqr31esvemh6qkz","50","low",0.284636488340192,"perc"
"839","zqr31esvemh6qkz","75","low",0.269090077732053,"perc"
"840","zqr31esvemh6qkz","25","high",0.967306812985825,"perc"
